"8YRWSA0X","0"
"8YRWSA0X","1"
"8YRWSA0X","2"
"913CJNCZ","0"
"913CJNCZ","3"
"913CJNCZ","4"
"9BGE5Y4L","0"
"9BGE5Y4L","1"
"9BGE5Y4L","2"
"9H5TRDYY","0"
"9H5TRDYY","1"
"9NPBCWEQ","0"
"9NPBCWEQ","1"
"9NPBCWEQ","2"
"9NPBCWEQ","4"
"9NPBCWEQ","5"
"9XF135E7","0"
"9XF135E7","1"
"9XF135E7","3"
"9XF135E7","4"
"9Y8MPU2Q","0"
"9Y8MPU2Q","1"
"9Y8MPU2Q","4"
"9Y8MPU2Q","5"
"9Y8MPU2Q","6"
"A5TITKIN","0"
"AH6GNGFM","0"
"AH6GNGFM","1"
"AH6GNGFM","3"
"B20WIQKU","0"
"B20WIQKU","1"
"B20WIQKU","2"
"B38A9Q5R","0"
"B38A9Q5R","3"
"B7ILPH0Y","0"
"B7ILPH0Y","1"
"B7ILPH0Y","3"
"BDH3WFGJ","0"
"BDH3WFGJ","1"
"BDH3WFGJ","2"
"BTZJTHUL","0"
"BTZJTHUL","1"
"BXINWN27","0"
"BXINWN27","1"
"BXINWN27","3"
"C0YWPK0C","0"
"C0YWPK0C","1"
"C4100WEW","0"
"C4100WEW","1"
"C4100WEW","2"
"C4100WEW","3"
"C4100WEW","5"
"CHZGO92A","0"
"CHZGO92A","2"
"CHZGO92A","3"
"CHZGO92A","4"
"CHZGO92A","5"
"CHZGO92A","6"
"COK6566I","0"
"COK6566I","1"
"COK6566I","2"
"COK6566I","4"
"COYJRI5Q","0"
"COYJRI5Q","1"
"COYJRI5Q","2"
"COYJRI5Q","3"
"CS0E4E42","0"
"CXBCCWXI","0"
"CXBCCWXI","1"
"CXBCCWXI","2"
"D452X6S9","0"
"D452X6S9","5"
"DIQL0OZ4","0"
"DIQL0OZ4","3"
"DRSJ0SOG","0"
"DRSJ0SOG","2"
"DRSJ0SOG","3"
"DRSJ0SOG","4"
"DRSJ0SOG","5"
"DRSJ0SOG","6"
"E3ZK744Q","0"
"E3ZK744Q","1"
"E3ZK744Q","2"
"E3ZK744Q","4"
"EV4VDUHG","0"
"EV4VDUHG","1"
"EV4VDUHG","2"
"F98SUVJH","0"
"F98SUVJH","1"
"F98SUVJH","3"
"FNPV259X","0"
"FNPV259X","1"
"FNPV259X","2"
"FZUZ2BHF","0"
"FZUZ2BHF","1"
"FZUZ2BHF","2"
"G04AXW0O","0"
"G04AXW0O","2"
"G04AXW0O","3"
"G04AXW0O","4"
"GY7KNULP","0"
"GY7KNULP","1"
"GY7KNULP","2"
"GY7KNULP","3"
"H585LGYZ","0"
"H585LGYZ","3"
"HB00DX4L","0"
"HB00DX4L","1"
"HBKGJQEY","1"
"HBKGJQEY","2"
"HH0BXLVB","0"
"HH0BXLVB","1"
"HH0BXLVB","2"
"HH0BXLVB","3"
"HJNS3AUZ","0"
"HJNS3AUZ","2"
"HJNS3AUZ","3"
"HJNS3AUZ","4"
"HMZSW57P","0"
"HMZSW57P","1"
"HMZSW57P","5"
"HMZSW57P","7"
"HOJM593C","1"
"HOJM593C","3"
"HQCEC5NO","0"
"HQCEC5NO","1"
"HRD10YKW","0"
"HRD10YKW","1"
"HRD10YKW","2"
"HUGLYZFY","0"
"I23ZH2WE","0"
"I23ZH2WE","1"
"I23ZH2WE","2"
"I23ZH2WE","3"
"ICXYO7RI","0"
"ICXYO7RI","1"
"ICXYO7RI","2"
"IYZ6SAED","0"
"IYZYF533","0"
"IYZYF533","1"
"IYZYF533","2"
"IYZYF533","3"
"IZF82AX9","0"
"IZF82AX9","1"
"JMNRCW4E","0"
"JMNRCW4E","1"
"JXI9WQZO","0"
"JXI9WQZO","1"
"JXI9WQZO","2"
"K2VEUQT0","0"
"K2VEUQT0","1"
"KH4JCNS6","0"
"KH4JCNS6","1"
"KV8UKK3N","0"
"KV8UKK3N","1"
"KV8UKK3N","2"
"KV8UKK3N","3"
"KZXTJ8EN","0"
"KZXTJ8EN","1"
"KZXTJ8EN","2"
"L8FJRJSW","0"
"L8FJRJSW","2"
"L8FJRJSW","3"
"L8FJRJSW","4"
"LV5N8XDB","0"
"LV5N8XDB","2"
"LW7J85CD","1"
"LW7J85CD","2"
"LW7J85CD","3"
"LW7J85CD","4"
"M56G7E6D","0"
"M56G7E6D","1"
"M56G7E6D","3"
"MKSFXA3G","0"
"MKSFXA3G","1"
"N5155RN0","0"
"N5155RN0","1"
"N5155RN0","2"
"N5155RN0","3"
"N5155RN0","5"
"NDP7XA50","0"
"NDP7XA50","1"
"NF919Z8A","0"
"NF919Z8A","1"
"NF919Z8A","2"
"NYFX4M8T","0"
"NYFX4M8T","1"
"NYFX4M8T","2"
"NYFX4M8T","4"
"NYFX4M8T","5"
"NZUOIPKW","1"
"NZUOIPKW","2"
"NZUOIPKW","3"
"O0BECB72","0"
"O0BECB72","1"
"O0BECB72","2"
"O0BECB72","3"
"O37V1ZMI","0"
"O37V1ZMI","1"
"OAVNVAD9","0"
"OAVNVAD9","1"
"OHGI1JNY","1"
"OHGI1JNY","2"
"OSW6TAGK","0"
"OSW6TAGK","2"
"OSW6TAGK","3"
"PB0J60N2","0"
"PB0J60N2","2"
"PB0J60N2","3"
"PB0J60N2","4"
"PEO0FW32","0"
"PEO0FW32","1"
"PEO0FW32","2"
"PG6F6K41","0"
"PG6F6K41","1"
"PG6F6K41","2"
"PG6F6K41","3"
"PG6F6K41","4"
"PG6F6K41","5"
"PMALEWSI","0"
"PMALEWSI","2"
"PMALEWSI","3"
"PMALEWSI","4"
"PXGZZEC4","0"
"Q4TNTQ9P","0"
"Q4TNTQ9P","1"
"Q4TNTQ9P","4"
"Q6ZQ3UJK","0"
"Q6ZQ3UJK","1"
"Q6ZQ3UJK","2"
"Q6ZQ3UJK","3"
"QNP7O8L5","0"
"QNP7O8L5","1"
"QNP7O8L5","2"
"QNP7O8L5","3"
"QOAVEFGY","1"
"QOAVEFGY","2"
"QOAVEFGY","6"
"R4CC666R","0"
"R4CC666R","1"
"R4CC666R","2"
"R98KCEZA","0"
"R98KCEZA","1"
"R98KCEZA","2"
"R98KCEZA","3"
"RRAHK99O","0"
"RRAHK99O","1"
"RYTFLT5K","0"
"RYTFLT5K","1"
"RYTFLT5K","2"
"RYTFLT5K","4"
"S8UOQYBG","0"
"S8UOQYBG","1"
"S8UOQYBG","2"
"S8UOQYBG","4"
"S8W74D9Y","0"
"S8W74D9Y","1"
"S8W74D9Y","2"
"S8W74D9Y","3"
"SBVTSSQ1","0"
"SNA6UL6V","1"
"SNA6UL6V","2"
"SNUO09BH","0"
"SNUO09BH","1"
"SNUO09BH","4"
"SNUO09BH","5"
"SNUO09BH","6"
"SUC30JQF","0"
"SUC30JQF","1"
"SUC30JQF","2"
"T7RPWH6N","1"
"T7RPWH6N","2"
"T7RPWH6N","6"
"TD44J6JO","0"
"TD44J6JO","1"
"TD44J6JO","2"
"TD44J6JO","3"
"TD44J6JO","4"
"TD44J6JO","5"
"TNI3UKH2","0"
"TNI3UKH2","2"
"TNI3UKH2","3"
"TNI3UKH2","4"
"TNI3UKH2","5"
"TNI3UKH2","6"
"TW1HGRFI","1"
"TW1HGRFI","2"
"UMA1DNF6","0"
"UMA1DNF6","2"
"UMA1DNF6","3"
"UMA1DNF6","4"
"UZEVDASO","0"
"UZEVDASO","1"
"UZEVDASO","2"
"VGUZX5R3","0"
"VGUZX5R3","1"
"VGUZX5R3","3"
"W3NV529C","1"
"WBAZ08NM","0"
"WBAZ08NM","2"
"WH6JINCM","0"
"WH6JINCM","1"
"WH6JINCM","4"
"XBHX2VRT","0"
"XHWUEGHV","0"
"XHWUEGHV","2"
"XHWUEGHV","3"
"Y025Z1LQ","0"
"Y025Z1LQ","1"
"Y025Z1LQ","4"
"Y7BEKWUP","0"
"Y7BEKWUP","2"
"Y7BEKWUP","3"
"Y7BEKWUP","4"
"YFIE8L0S","0"
"YFIE8L0S","1"
"YFIE8L0S","2"
"YHOAZ9XK","0"
"YHOAZ9XK","1"
"YHOAZ9XK","4"
"Z4M8AT89","0"
"Z9PKXXNV","0"
"Z9PKXXNV","1"
"Z9PKXXNV","2"
"Z9PKXXNV","3"
"ZF6FF2MQ","0"
"ZF6FF2MQ","1"
"ZGT3WUA7","0"
"ZGT3WUA7","1"
"ZGT3WUA7","5"
"ZGT3WUA7","7"
"ZR7WPNZQ","1"
"ZR7WPNZQ","2"
"ZZNW93IV","0"
"ZZNW93IV","1"
"ZZNW93IV","4"
