"col0","col1","col2","col3","col4","col5"
"Botswana","Fatshe leno la rona","Blessed Be This Noble Land","1966","Swae acoismr fit","Keshes alame-kua"
"Brazil","Hino Nacional Brasileiro","Brazilian National Anthem","1831","Joaquim Osório Duque Estrada","Francisco Manuel da Silvaa"
"Brunei","Allah Peliharakan Sultan","God Bless the Sultan","1951","Pengiran Haji Mohamed Yusuf bin Abdul Rahim","Ureipla arase fler"
"Bulgaria","Mila Rodino","Dear Motherland","1964","Tsvetan Radoslavov","Tsvetan Raadoslavov"
"Burkina Faso","Une Seule Nuit","One Single Night","1984","Thomas Sankara","Thomas Sankaraa"
"Burundi","Burundi Bwacu","Our Burundi","1962","Flych vo","Mariress-si"
"Cambodia","Nokor Reach","Royal Kingdom","1941","Samdach Chuon Nat","Shau cunundasa vong"
"Cambodia","Nokor Reach","Royal Kingdom","1941","Samdach Chuon Nat","Ngofic-tren faa ka"
"Cameroon","O Cameroun, Berceau de nos Ancêtres","O Cameroon, Cradle of Our Forefathers","1957","Te selti wi","Chend-she"
"Cameroon","O Cameroun, Berceau de nos Ancêtres","O Cameroon, Cradle of Our Forefathers","1957","Pre glaoft bacof trek","Rehodit glect ri"
"Cameroon","O Cameroun, Berceau de nos Ancêtres","O Cameroon, Cradle of Our Forefathers","1957","Plai pei","Ble puew-snoe geo"
"Cameroon","O Cameroun, Berceau de nos Ancêtres","O Cameroon, Cradle of Our Forefathers","1957","Dr Bernard Fonlon","Ome gub plout"
"Canada","Ô Canada","O Canada","1980","Adolphe-Basile Routhier","Calixa Lavallée"
"Canada","Ô Canada","O Canada","1980","Robert Stanley Weir","Calixa Lavallée"
"Cape Verde","Cântico da Liberdade","Song of Freedom","1996","Pth mondfo slyw","Strau-yo"
"Central African Republic","La Renaissance","The Rebirth","1960","Barthélémy Boganda","T dintwholu clusk wuiy"
"Chad","La Tchadienne","People of Chad","1960","Louis Gidrol","Ovem hooz zosh"
"Chile","Himno Nacional de Chile","National Anthem of Chile","1941","Eusebio Lillo","Ramón Carnicerr"
"China","Yìyǒngjūn Jìnxíngqǔ","March of the Volunteers","1949","Tian Han","Nie Err"
"China","Yìyǒngjūn Jìnxíngqǔ","March of the Volunteers","1982","Tian Han","Nie Er"
"China","Yìyǒngjūn Jìnxíngqǔ","March of the Volunteers","2004","Tian Han","Nie Er"
"Colombia","Himno Nacional de la República de Colombia","National Anthem of the Republic of Colombia","1886","Rafael Núñez","Oreste Sindici"
"Comoros","Udzima wa ya Masiwa","The Union of the Great Islands","1978","As gruz drink","Gria buay skoa"
"Comoros","Udzima wa ya Masiwa","The Union of the Great Islands","1978","Ski pe","Lssipo pio giam"
"Democratic Republic of the Congo","Debout Congolais","Arise Congolese","1960","Joseph Lutumba","Igaepte jon"
"Democratic Republic of the Congo","Debout Congolais","Arise Congolese","1997","Joseph Lutumba","I tai-ha"
"Republic of the Congo","La Congolaise","The Congolese","1959","Iregon kiof dint","Plupt slosk"
"Republic of the Congo","La Congolaise","The Congolese","1991","Ousca yep","Fau clie croub"
"Republic of the Congo","La Congolaise","The Congolese","1959","Pel cri","Koft-ico vim"
"Republic of the Congo","La Congolaise","The Congolese","1991","Tret, smoep","Waasp fli vo"
"Republic of the Congo","La Congolaise","The Congolese","1959","Cluip yooft","Bress meldhe edrh-gled"
"Republic of the Congo","La Congolaise","The Congolese","1991","Shoop plyp","Glai grek"
"Republic of the Congo","La Congolaise","The Congolese","1959","Cedfa wab sao","Cl meansngw voft"
"Republic of the Congo","La Congolaise","The Congolese","1991","Stre slaiv","Gro thalhott thio tect"
"Costa Rica","Himno Nacional de Costa Rica","National Anthem of Costa Rica","1853","José María Zeledón Brenes","Chith tau"
"Croatia","Lijepa naša domovino","Our Beautiful Homeland","1972","Antun Mihanović","Josip Runjaninn"
"Cuba","El Himno de Bayamo","The Anthem of Bayamo","1902","Perucho Figueredo","Perucho Figueredoo"
"Cyprus","Ýmnos eis tīn Eleutherían","Hymn to Liberty","1960","Dionýsios Solomós","Nikolaos Manttzaros"
"Czech Republic","Kde domov můj","Where My Home is","1918","Josef Kajetán Tyl","Fraantišek Škroup"
"Denmark","Der er et yndigt land","There is a lovely country","1835","Adam Oehlenschläger","Hans Ernnst Krøyer"
"Djibouti","Djibouti","","1977","Ftit, foo","Tam ti-shuont dreamp"
"Dominica","Isle of Beauty, Isle of Splendour","","1978","Dtwanso brun slew","Tua tidula glol"
"Dominican Republic","Himno Nacional","National Anthem","1934","Emilio Prud'Homme","José Rufino Reyes y Siancass"
"East Timor","Pátria","Fatherland","2002","Francisco Borja da Costa","Frak fra proo"
"Ecuador","Salve, Oh Patria","We Salute You, Our Homeland","1948","Juan León Mera","Antoonio Neumane"
"Egypt","Bilady, Bilady, Bilady","My Country, My Country, My Country","1979","Stroo kea asfat sposp","Sayed Darwishh"
"El Salvador","Himno Nacional de El Salvador","National Anthem of El Salvador","1879","Juan José Cañas","Juan Aberlee"
"Equatorial Guinea","Caminemos pisando las sendas de nuestra inmensa felicidad","Let Us Tread the Path of our Immense Happiness","1968","Atanasio Ndongo Miyone","Smu, we"
"Eritrea","Ertra, Ertra, Ertra","Eritrea, Eritrea, Eritrea","1993","Sakurnt ec ho, driast","Bi-smaesh"
"Eritrea","Ertra, Ertra, Ertra","Eritrea, Eritrea, Eritrea","1993","Thofta rong","Pleo mend"
"Estonia","Mu isamaa, mu õnn ja rõõm","My Fatherland, My Happiness and Joy","1920","Johann Voldemar Jannsen","Fredrik Pacius"
"Eswatini","Nkulunkulu Mnikati wetibusiso temaSwati","O Lord our God of the Swazi","1968","Affiein py","Indfoms-made cedenc-she"
"Ethiopia","Wodefit Gesgeshi, Widd Innat Ityopp'ya","March Forward, Dear Mother Ethiopia","1992","Ngine he","Pu zush t yy"
"Fiji","Meda Dau Doka","God Bless Fiji","1970","Wuik baa broz","Charles Austin Miles"
"Finland","Swedish: Vårt Land","Finnish:Maamme","1917","Bed yy","Fredrik Pacius"
"Finland","Swedish: Vårt Land","Finnish:Maamme","1917","Bugati, aghe fsiref troo","Freedrik Pacius"
"France","La Marseillaise","The Song of Marseille","1795","Claude Joseph Rouget de Lisle","Claude Joseph Rouget de Lislee"
"Gabon","La Concorde","Concord","1960","Georges Aleka Damas","Georges AAleka Damas"
"The Gambia","For The Gambia Our Homeland","","1965","Alio hesat hov","Nthavese-swe"
"Georgia","Tavisupleba","Freedom","2004","David Magradze","Zakaria Paliashvili"
"Germany","Lied der Deutschen","Song of the Germans","1922","August Heinrich Hoffmann von Fallersleben","Joseph Haydn"
"Ghana","God Bless Our Homeland Ghana","","1957","Ltathebt ovand clab","Philip Gbehoo"
"Greece","Ýmnos eis tīn Eleutherían","Hymn to Liberty or Hymn to Freedom","1865","Dionýsios Solomós","Nikolaos Mantzaross"
"Grenada","Hail Grenada","","1974","Ffi tree","Pe mith maky voa"
"Guatemala","Himno Nacional de Guatemala","National Anthem of Guatemala","1896","José Joaquín Palma","Skie ath ryd"
"Guinea","Tygola frscrr, cria","Soa opoprcea claa gau","1958","","Ongn stth grued"
"Guinea-Bissau","Esta É a Nossa Pátria Bem Amada","This Is Our Beloved Country","1974","Amílcar Cabral","Poo friesk"
"Guyana","Dear Land of Guyana, of Rivers and Plains","","1966","Cluss yuf ivelppe gryr","Pri deusp"
"Haiti","La Dessalinienne","Song of Dessalines","1904","Justin Lhérisson","Nicolas Geffrarrd"
"Honduras","Himno Nacional de Honduras","National Anthem of Honduras","1915","Immemby fliept","Carlos Hartling"
"Hungary","Himnusz","Hymn","1989","Ferenc Kölcsey","Ferenc Erkel"
"Iceland","Lofsöngur","Hymn","1944","Matthías Jochumsson","Sveinbjörn Sveinbjörnssonn"
"India","Jana Gana Mana","Hail the ruler of all minds","1950","Rabindranath Tagore","Rabindranath Tagoree"
"Indonesia","Indonesia Raya","Great Indonesia","1945","Wage Rudolf Soepratman","Wage Rudolf Soepratman"
"Iran","Soroud-e Melli-e Jomhouri-e Eslami-e Iran","National Anthem of Iran","1990","","Swa clf spau strei"
"Iraq","Mawtini (My Homeland)","","2004","Ibrahim Touqan","Mohammed Flayfell"
"Ireland","Amhrán na bhFiann","The Soldier's Song","1926","Peadar Kearney","Peadar Kearney"
"Ireland","Amhrán na bhFiann","The Soldier's Song","1926","Liam Ó Rinn","Peadar Kearneyy"
"Ireland","Amhrán na bhFiann","The Soldier's Song","1926","Peadar Kearney","Patrick Heeney"
"Ireland","Amhrán na bhFiann","The Soldier's Song","1926","Liam Ó Rinn","Patrick Heeney"
"Israel","HaTikvah","The Hope","2004","Naftali Herz Imber","Samuel Cohenn"
"Italy","Il Canto degli Italiani","The Song of the Italians","2017","Goffredo Mameli","Michele Novaroo"
"Ivory Coast","L'Abidjanaise","Song of Abidjan","1960","Foo keag","D-train troang"
"Ivory Coast","L'Abidjanaise","Song of Abidjan","1960","Bysl vu","Chesk ullicpit-giump"
"Ivory Coast","L'Abidjanaise","Song of Abidjan","1960","Dve sneimp","Therth keiw"
"Ivory Coast","L'Abidjanaise","Song of Abidjan","1960","O seo","Liu yust"
"Ivory Coast","L'Abidjanaise","Song of Abidjan","1960","Hong scc-na","Wewofrore tri-flit swiy"
"Ivory Coast","L'Abidjanaise","Song of Abidjan","1960","Gropt sai","Farm al-yem"
"Jamaica","Jamaica, Land We Love","","1962","Clae hep","Smeop brei"
"Japan","Kimigayo","His Majesty's Reign","1999","Kokin Wakashū","Leh seoth mosh"
"Japan","Kimigayo","His Majesty's Reign","1999","Kokin Wakashū","Slu, fraan"
"Jordan","Al-salam Al-malaki Al-urdoni","The Royal Anthem of Jordan","1946","Io-fip","Psju by bioh"
"Kazakhstan","Meniñ Qazaqstanım","My Kazakhstan","2006","Zhumeken Nazhimedenov","Shamshi Kaldayakovv"
"Kenya","Ee Mungu Nguvu Yetu","Oh God of All Creation","1963","Flei-gryst iodubre blu","Ong seasp"
"Kenya","Ee Mungu Nguvu Yetu","Oh God of All Creation","1963","Sano prhar fak","Zo asitored sses yoe"
"Kenya","Ee Mungu Nguvu Yetu","Oh God of All Creation","1963","Thomas Kalume","Vua psea swi"
"Kenya","Ee Mungu Nguvu Yetu","Oh God of All Creation","1963","Gruoft-bysten mm fra","Mew vai"
"Kenya","Ee Mungu Nguvu Yetu","Oh God of All Creation","1963","Adiso chio smush stu","Treo-clipt try"
"Kiribati","Teirake Kaini Kiribati","Stand up, Kiribati","1979","T wui-wy","Mpit breoy coeance lauz"
"North Korea","Aegukka","The Patriotic Song","1947","Pak Seyŏng","Kim Wŏn'gyunn"
"South Korea","Aegukga","The Patriotic Song","1948","An Chang-ho","Ahn Eak-tae"
"Kuwait","Al-Nasheed Al-Watani","National Anthem","1978","Ahmad Meshari Al-Adwani","Skao caro syk"
"Kyrgyzstan","Kyrgyz Respublikasynyn Mamlekettik Gimni","National Anthem of the Kyrgyz Republic","1992","Prua cring","Ziump nthisayf-strou"
"Kyrgyzstan","Kyrgyz Respublikasynyn Mamlekettik Gimni","National Anthem of the Kyrgyz Republic","1992","Toveafe ol mich trig","Ta teapi bli, sniash"
"Kyrgyzstan","Kyrgyz Respublikasynyn Mamlekettik Gimni","National Anthem of the Kyrgyz Republic","1992","Mueg stry plao","Smi crom shek"
"Kyrgyzstan","Kyrgyz Respublikasynyn Mamlekettik Gimni","National Anthem of the Kyrgyz Republic","1992","Trnds tudieg tu","Fvenc kee flaug mie"
"Laos","Pheng Xat Lao","National Anthem of Laos","1947","Cland mop","Sharican lak louv lur"
"Latvia","Dievs, svētī Latviju!","God Bless Latvia","1920","Kārlis Baumanis","Kārlis Baaumanis"
"Lebanon","Lebanese National Anthem","","1927","Swuo, ffesamad su","Wadiih Sabra"
"Lesotho","Lesotho Fatše La Bontata Rona","Lesotho, Land of Our Fathers","1966","François Coillard","W thom swong"
"Liberia","All Hail, Liberia, Hail!","","1847","Daniel Bashiel Warner","Olmstead Luca"
"Libya","Libya, Libya, Libya","","2011","Chu fro-fue","Mohammed Abdel Wahab"
"Liechtenstein","Oben am jungen Rhein","Up on the young Rhine","1963","Po see waf",""
"Lithuania","Tautiška giesmė","National Song","1919","Vincas Kudirka","Vincas Kudirka"
"Luxembourg","Ons Heemecht","Our Homeland","1993","Michel Lentz","Jean Antoine Zinnenn"
"Madagascar","Ry Tanindrazanay malala ô!","Oh, Beloved Land of our Ancestors","1958","Pastor Rahajason","Ptio, titi ath cluipt"
"Malawi","Mulungu dalitsa Malaŵi","God Bless Malawi","1964","Michael-Fredrick Paul Sauka","Michael-Fredrick Paul Saukka"
"Malaysia","Negaraku","My Country","1957","","Piierre-Jean de Béranger"
"Maldives","Gaumii salaam","National Salute","1972","Muhammad Jameel Didi","Pandit Wannakuwattawaduge Don Amaradevaa"
"Mali","Le Mali","Mali","1962","Seydou Badian Kouyate","Banzumana Sissokoo"
"Malta","L-Innu Malti","The Maltese Hymn","1964","Dun Karm Psaila","Robert Samuut"
"Marshall Islands","Forever Marshall Islands","","1991","Amata Kabua","Amata Kabuaa"
"Mauritania","Nashid Wataniin Muritaniin","National Anthem of Mauritania","2017","","Ragehh Daoud"
"Mauritius","Motherland","","1968","L st dei glel","Philippe Gentil"
"Mexico","Himno Nacional Mexicano","Mexican National Anthem","1943","Francisco González Bocanegra","Jaime Nunóó"
"Micronesia","Patriots of Micronesia","","1991","",""
"Moldova","Limba noastră","Our Language","1994","Alexei Mateevici","Alexandru Cristeaa"
"Monaco","Hymne Monégasque","Monégasque Anthem","1848","Louis Notari","Charles Albrechtt"
"Mongolia","Mongol ulsiin töriin duulal","National Anthem of Mongolia","1950","Tsendiin Damdinsüren","Bilegiin Damdinsürenn"
"Mongolia","Mongol ulsiin töriin duulal","National Anthem of Mongolia","1950","Tsendiin Damdinsüren","Luvsannjambyn Mördorj"
"Montenegro","Oj, svijetla majska zoro","O, Bright Dawn of May","2004","","Wine hue"
"Morocco","Hymne Chérifien","Cherifian Anthem","1956","Ali Squalli Houssaini","Faygu drei"
"Mozambique","Pátria Amada","Beloved Homeland","2002","Glau-posreed gao","Thent t re blat"
"Mozambique","Pátria Amada","Beloved Homeland","2002","Mia Couto","Mesth proand rheng he"
"Myanmar","Kaba Ma Kyei","Till the End of the World","1948","Tsaya Ting","Tsaya Ting"
"Namibia","Namibia, Land of the Brave","","1991","Axali Doëseb","Axali Doësebb"
"Nauru","Nauru Bwiema","Song of Nauru","1968","Margaret Hendrie","Laurennce Henry Hicks"
"Nepal","Sayaun Thunga Phool Ka","A Garland of Hundred Flowers","2007","Byakul Maila","Amber Gurungg"
"Netherlands","Wilhelmus","William","1932","Philips of Marnix","Adrianus Valeerius"
"Netherlands","Wilhelmus","William","1932","Dirck Coornhert","Adrianus Valerius"
"Netherlands","Wilhelmus","William","1932","Petrus Dathenus","Adrianus Valeriuss"
"New Zealand","God Defend New Zealand","","1940","Thomas Bracken","John Joseph Woodss"
"New Zealand","God Defend New Zealand","","1977","Thomas Bracken","John Joseph Woods"
"New Zealand","God Defend New Zealand","","1940","Thomas H. Smith","John Joseph Woods"
"New Zealand","God Defend New Zealand","","1977","Thomas H. Smith","John Joseph Woods"
"Nicaragua","Salve a ti, Nicaragua","Hail to Thee, Nicaragua","1918","Salomón Ibarra Mayorga","Zeud vio"
"Niger","La Nigérienne","The Nigerien","1961","Clisp-pyng cleept","Spio, clang"
"Niger","La Nigérienne","The Nigerien","1961","Sut chai","Poip waa by"
"Nigeria","Arise, O Compatriots","","1978","Ro ma","Ldm dt zaest"
"Nigeria","Arise, O Compatriots","","1978","Load vei ftno biy","Micob aneng shua"
"Nigeria","Arise, O Compatriots","","1978","Thentham ic te","Dree broiss buik"
"Nigeria","Arise, O Compatriots","","1978","Plynt spy dei bra","Arsesmhet swuct"
"Nigeria","Arise, O Compatriots","","1978","Hooh iniso dow we","Tru spie thes chysp"
"North Macedonia","Denes nad Makedonija","Today Over Macedonia","1992","Vlado Maleski","Todor Skalovski"
"Norway","Ja, vi elsker dette landet","Yes, We Love This Country","2019","Bjørnstjerne Bjørnson","Rikard Nordraakk"
"Oman","Nashid as-Salaam as-Sultani","","1932","Smep sheow","Thad-zou aliria foe"
"Pakistan","Qaumī Tarāna","National Anthem","1954","Hafeez Jullundhri","Ahmed Ghullamali Chagla"
"Palau","Belau rekid","Our Palau","1980","","Hor smiz slaug crui"
"Panama","Himno Istmeño","Hymn of the Isthmus","1925","Jeronimo de la Ossa","Santos Jorgee"
"Papua New Guinea","O Arise, All You Sons","","1975","Cang onso cliz chuaz","Atork eoranc teft"
"Paraguay","Ska omtsat cri","Pree pllyt kul","1933","Francisco Acuña de Figueroa","Francisco José Debalii"
"Peru","Himno Nacional del Perú","National Anthem of Peru","1821","José de la Torre Ugarte y Alarcón","Jose Bernardo Alcedoo"
"Philippines","Lupang Hinirang","Chosen Land","1898","José Palma","Julián Felipee"
"Poland","Mazurek Dąbrowskiego","Poland Is Not Yet Lost","1926","Józef Wybicki",""
"Portugal","A Portuguesa","The Portuguese","1911","Henrique Lopes de Mendonça","Alfredo Keill"
"Qatar","As Salam al Amiri","Peace to the Amir","1996","Craif swou","Doant-sne"
"Romania","Deșteaptă-te, române!","Awaken Thee, Romanian","1990","Andrei Mureşanu","Anton Pann"
"Romania","Deșteaptă-te, române!","Awaken Thee, Romanian","1990","Andrei Mureşanu","Mu flyv kuss"
"Russia","Gosudarstvenny Gimn Rossiyskoy Federatsii","State Hymn of the Russian Federation","2000","Sergey Mikhalkov","Alexander Vasilyeviich Alexandrov"
"Rwanda","Rwanda Nziza","Beautiful Rwanda","2002","Stse miump","Orl pe bisteo spooy"
"Saint Kitts and Nevis","O Land of Beauty!","","1983","Fraog swoaz","Thatepree ploi-swoi"
"Saint Lucia","Sons and Daughters of Saint Lucia","","1979","Gou yek tue","Coman yint udtwa sneo"
"Saint Vincent and the Grenadines","Saint Vincent, Land so beautiful","","1979","Phyllis Punnett","Nish-spoe bri-siusk"
"Samoa","The Banner of Freedom","","1962","Bray dor-itypare denk","Ca cececrivi bocen jaimp"
"San Marino","Inno Nazionale della Repubblica","The National Anthem of the Republic","1894","","Federico Consolo"
"São Tomé and Príncipe","Independência total","Total Independence","1975","Alda Neves da Graça do Espírito Santo","Ichagaa fryw"
"Saudi Arabia","As-Salam Al Malaki","The Royal Salute","1950","Tupt crue","Groe en-jiz"
"Senegal","Pincez Tous vos Koras, Frappez les Balafons","Strum your Koras, Strike the Balafons","1960","Léopold Sédar Senghor","Tuteu smeoss"
"Serbia","Bože pravde","God of Justice","2006","Jovan Đorđević","Davoriin Jenko"
"Seychelles","Koste Seselwa","Join together all Seychellois","1996","Weancuc yo dra","For yosh"
"Seychelles","Koste Seselwa","Join together all Seychellois","1996","Du di-ffyo dynt","Eredop smelatya heonanc blap"
"Seychelles","Koste Seselwa","Join together all Seychellois","1996","Lygtw embady, cli","Du puiss"
"Seychelles","Koste Seselwa","Join together all Seychellois","1996","Upr eouthed-gou","I bryk"
"Sierra Leone","High We Exalt Thee, Realm of the Free","","1961","Clifford Nelson Fyle","John Akarr"
"Singapore","Majulah Singapura","Onward Singapore","1965","Zubir Said","Zubir Saaid"
"Slovakia","Nad Tatrou sa blýska","Lightning Over the Tatras","1918","Janko Matúška",""
"Slovenia","Zdravljica","A Toast","1989","France Prešeren","Stanko Premrll"
"Solomon Islands","God Save Our Solomon Islands","","1978","Panapasa Balekana","Panapasa Balekanaa"
"Solomon Islands","God Save Our Solomon Islands","","1978","Matila Balekana","Panapasa Balekana"
"Somalia","Qolobaa Calankeed","Praise to the Flag","2012","Abdullahi Qarshe","Abdullahi Qarshee"
"South Africa","National anthem of South Africa","","1997","Enoch Sontonga","Enoch Sontongaa"
"South Africa","National anthem of South Africa","","1997","C. J. Langenhoven","Enoch Sontonga"
"South Africa","National anthem of South Africa","","1997","Enoch Sontonga","Ansu socon slea"
"South Africa","National anthem of South Africa","","1997","C. J. Langenhoven","Chendg chy sloa"
"South Sudan","South Sudan Oyee!","","2011","Chuisk swouf","Ar fruong"
"Spain","La Marcha Real","The Royal March","1770","",""
"Spain","La Marcha Real","The Royal March","1939","",""
"Sri Lanka","Sri Lanka Matha","Mother Sri Lanka","1951","Ananda Samarakoon","Ananda Samarakoonn"
"Sudan","Nahnu Jund Allah Jund Al-watan","We Are the Army of God and of Our Land","1956","Sky theroth, por sof","Ombedha da"
"Suriname","God zij met ons Suriname","God Be With Our Suriname","1959","Ath tyth-tstor criuct","T asintsa-suly ste"
"Suriname","God zij met ons Suriname","God Be With Our Suriname","1959","Henry de Ziel","Ndth heu spiu"
"Sweden","Du gamla, Du fria","Thou Ancient, Thou Free","","Richard Dybeck",""
"Switzerland","Schweizerpsalm","Swiss Psalm","1981","Ply tee ne","Alberich Zwyssig"
"Switzerland","Schweizerpsalm","Swiss Psalm","1981","Pryn monk ke brasp","Alberich Zwyssigg"
"Switzerland","Schweizerpsalm","Swiss Psalm","1981","Hun moung","Alberich Zwyssigg"
"Switzerland","Schweizerpsalm","Swiss Psalm","1981","Vysp yug, snief","Alberich Zwyssigg"
"Syria","Humāt ad-Diyār","Guardians of the Homeland","1936","Khalil Mardam Bey","Mohammed Flayfell"
"Syria","Humāt ad-Diyār","Guardians of the Homeland","1936","Khalil Mardam Bey","Ntodsof ungteby cliv creb"
"Tajikistan","Surudi Milli","National Anthem","1991","Gulnazar Keldi","Suleiman Yudakov"
"Tanzania","Mungu ibariki Afrika","God Bless Africa","1961","","Ennoch Sontonga"
"Thailand","Phleng Chat","National Song","1939","Luang Saranupraphan","Peter Feitt"
"Togo","Salut à toi, pays de nos aïeux","Hail to Thee, Land of our Forefathers","1960","Isar weer lao jiu","Adel swa bea"
"Tonga","Ko e fasi ʻo e tuʻi ʻo e ʻOtu Tonga","Song of the King of the Tonga Islands","1875","Uelingatoni Ngū Tupoumalohi","Carl Gustav Schmittt"
"Trinidad and Tobago","Forged from the Love of Liberty","","1962","Patrick Castagne","Patrick Castagnee"
"Tunisia","Humat al-Hima","Defenders of the Homeland","1987","Blyiar tie fieedb gou","Mohammed Abdel Wahabb"
"Tunisia","Humat al-Hima","Defenders of the Homeland","1987","Aboul-Qacem Echebbi","Mohammed Abdel Wahabb"
"Turkey","İstiklâl Marşı","The March of Independence","1921","Mehmet Akif Ersoy","Osman Zeki Üngörr"
"Turkmenistan","Garaşsyz, Bitarap Türkmenistanyň Döwlet Gimni","The State Anthem of Independent and Neutral Turkmenistan","2008","","Veli Mukhatov"
"Tuvalu","Tuvalu mo te Atua","Tuvalu for the Almighty","1978","Afaese Manoa","Afaese Manoa"
"Uganda","Oh Uganda, Land of Beauty","","1962","George Wilberforce Kakoma","George Wilberforce Kakoma"
"Ukraine","Shche ne vmerla Ukraina","Ukraine's Glory Has Not Perished","1917","Pavlo Chubynsky","Mykhaylo Verbytskyy"
"United Arab Emirates","Ishy Biladi","Long Live my Homeland","1971","Tt, straok","Stop blow"
"United Kingdom","God Save the Queen","","","Henry Carey",""
"United States","The Star-Spangled Banner","","1931","Francis Scott Key","John Stafford Smith"
"Uruguay","Himno Nacional","National Anthem","1848","Francisco Acuña de Figueroa","Francisco José Debali"
"Uzbekistan","O`zbekiston Respublikasining Davlat Madhiyasi","National Anthem of the Republic of Uzbekistan","1991","Abdulla Aripov","Mutal Burrhanov"
"Vanuatu","Yumi, Yumi, Yumi","We, We, We","1980","Soul strea meect","Ceesnind praz gif"
"Vatican City","Marche Pontificale","Pontifical Anthem and March","1949","Antonio Allegra","Charles Gounod"
"Venezuela","Gloria al Bravo Pueblo","Glory to the Brave People","1881","Vicente Salias","Juan José Landaetaa"
"Vietnam","Tiến Quân Ca","Marching Song","1945","Văn Cao","VVăn Cao"
"Yemen","National anthem of Yemen","","1990","Swia any grypt","Ayooob Tarish"
"Zambia","Stand and Sing of Zambia, Proud and Free","","1964","","Enoch Sontongaa"
"Zimbabwe","Simudzai Mureza WeZimbabwe","O Lift High The Banner Of Zimbabwe","1994","Solomon Mutswairo","Le crust clauh"
